機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","和安藥局","苗栗縣","竹南鎮","博愛街１５號","曾鏡泉","男","037472 332","Y"
"開業","鴻仁大藥局","苗栗縣","竹南鎮","博愛街１８１號","彭勝明","男","037462 396","Y"
"開業","法海藥局","苗栗縣","竹南鎮","仁愛路１２１０號","胡湧源","男","037637 741","N"
"開業","春吉藥局","苗栗縣","竹南鎮","照南路９４號","賴金榮","男","037474 715","N"
"開業","明志藥局","苗栗縣","竹南鎮","博愛街４號","林啟明","男","037472 341","Y"
"開業","光復藥局","苗栗縣","竹南鎮","光復路２１６號","許宏賓","男","037-476286","Y"
"開業","妙妃藥局","苗栗縣","竹南鎮","海口里苗栗縣竹南鎮海口里６鄰６６號","徐妙妃","女","037-463989、037 0 0","Y"
"開業","友一藥局","苗栗縣","竹南鎮","營盤里營盤邊64之１號","劉明政","男","037467 776","N"
"開業","和春藥局","苗栗縣","竹南鎮","光復路１９６之１號","賴茂城","男","037476 789","Y"
"開業","國安藥局","苗栗縣","竹南鎮","照南路１１８號","解萬安","男","037474 278","Y"
"開業","協和藥局","苗栗縣","竹南鎮","福德路１０５號","許月桃","女","037470 980","Y"
"開業","惠明藥局","苗栗縣","竹南鎮","公義路９８０號","林富琴","女","037581 593","Y"
"開業","八方藥局","苗栗縣","竹南鎮","照南路１３７號","羅美南","男","037636 393","Y"
"開業","乾宏藥局","苗栗縣","竹南鎮","新南里勝利街55號","廖裕弘","男","037-635905、037635 905","Y"
"開業","葆生藥局","苗栗縣","竹南鎮","竹南里中山路８５號","張德生","男","037472 726","N"
"開業","泉安藥局","苗栗縣","竹南鎮","光復路１４７號","王光翊","男","037622 657","N"
"開業","信友藥局","苗栗縣","竹南鎮","中港里平等街十一之一號","蕭增興","男","037-470963","Y"
"開業","順春藥局","苗栗縣","竹南鎮","延平路二十七號之十二","趙國進","男","037-472984","Y"
"開業","清三藥局","苗栗縣","竹南鎮","博愛街一六二號","鍾瑞枝","女","037-470532","Y"
"開業","京典藥局","苗栗縣","竹南鎮","博愛街300-2號","徐雲紫","女","037-550661","Y"
"開業","林新藥局","苗栗縣","竹南鎮","博愛街124號","林錦綿","女","037-471556","Y"
"開業","悅昌藥局","苗栗縣","竹南鎮","中正路28號一樓","陳美","女","037-551457","Y"
"開業","德生藥局","苗栗縣","竹南鎮","頂埔里中華路159號","湯芳松","男","037-663129",""
"開業","惠家藥局","苗栗縣","竹南鎮","自強街42號","陳倉隆","男","","Y"
"開業","慈濟藥局","苗栗縣","竹南鎮","正南里光復路29號","曾萃玲","女","037-474849轉12","Y"
"開業","建康藥局","苗栗縣","竹南鎮","民治街6號","陳?華","女","037-483293","Y"
"開業","慈清藥局","苗栗縣","頭份市","忠孝里忠孝路１０７號","林輝榮","男","037664 077","Y"
"開業","康利藥局","苗栗縣","頭份市","仁愛路８６號","徐淑玲","女","037666 101","Y"
"開業","萬安藥局","苗栗縣","頭份市","中正路９號","溫秀琴","女","037 0 0","N"
"開業","民安藥局","苗栗縣","頭份市","中正三路２３８號","蘇祥祺","男","037601 273","N"
"開業","忠央藥局","苗栗縣","頭份市","忠孝一路１２３號","胡淑貞","女","037673 653","N"
"開業","辰安藥局","苗栗縣","頭份市","尖豐路三十二號","張裕隆","男","037633 632","Y"
"開業","民昌藥局","苗栗縣","頭份市","忠孝里信東路１３０號","邱瓊光","男","037673 232","N"
"開業","三峰藥局","苗栗縣","頭份市","中正一路７８號","林秀貞","女","037668 239","Y"
"開業","邱生藥局","苗栗縣","頭份市","信義路４０１號","林松枝","女","037660 790","N"
"開業","泉興藥局","苗栗縣","頭份市","民族路２８號","陳燕欽","男","037664 367","Y"
"開業","東仙藥局","苗栗縣","頭份市","建國路１９９號","劉展為","男","037667 267","Y"
"開業","全興藥局","苗栗縣","頭份市","中正一路５３１號","江日全","女","037668 138","Y"
"開業","李藥局","苗栗縣","頭份市","中正三路２１８號","李玉玲","女","037 0 0","Y"
"開業","泓洋藥局","苗栗縣","頭份市","興隆里興隆路一段４３１號","羅云苓","女","037660 250","N"
"開業","許藥局","苗栗縣","頭份市","中華路８４號","許國成","男","037614 246","N"
"開業","大洋藥局","苗栗縣","頭份市","中正路１８７號","溫呂立智","女","037663 640","Y"
"開業","明雄藥局","苗栗縣","頭份市","蘆竹路３４８號","張武雄","男","037624 374","N"
"開業","康泰藥局","苗栗縣","頭份市","興隆路４４３號","胡振康","男","037663 873","N"
"開業","林建仁藥局","苗栗縣","頭份市","民族路７１號","林輝樑","男","037662 071","N"
"開業","富優藥局","苗栗縣","頭份市","中華路九三0號","陳綺台","男","681635","Y"
"開業","信義藥局","苗栗縣","頭份市","中華路九三八號後段","劉蘭櫻","女","037683351","Y"
"開業","康寧藥局","苗栗縣","頭份市","和平路80號一樓","鍾鳳嬌","女","688238","Y"
"開業","怡安藥局","苗栗縣","頭份市","自強路一0三號","陳金順","男","037-592093","Y"
"開業","祐康藥局","苗栗縣","頭份市","自強路37號","王正雄","男","037-663079","Y"
"開業","啊囉哈藥局","苗栗縣","頭份市","文化里建國路二段180號","王成銓","男","","Y"
"開業","現代藥局","苗栗縣","頭份市","信東路８７號","林茂松","男","","Y"
"開業","信源藥局","苗栗縣","頭份市","信東路39號","邱?琪","女","037-663580","Y"
"開業","博士生活藥局","苗栗縣","頭份市","中華路1045號","楊得正","男","","Y"
"開業","懷生中西藥局","苗栗縣","頭份市","中正路19號","梁文翰","男","037-672357","Y"
"開業","樂田藥妝藥局","苗栗縣","頭份市","信東路135號","黃少芃","男","037-598995","Y"
"開業","惠祐藥局","苗栗縣","頭份市","中正路165號","李易真","女","037-668933","Y"
"開業","仁方藥局","苗栗縣","頭份市","自強路150巷2-5號","鄭嘉揚","男","","Y"
"開業","壽春藥局","苗栗縣","頭份市","民族路３８號","陳秋月","女","037669 462","N"
"開業","義春藥局","苗栗縣","頭份市","中正三路７２號","吳寶珠","女","037601 433","Y"
"開業","冠毅藥局","苗栗縣","頭份市","二份街５號","楊瑞榮","男","037662 709","Y"
"開業","日鴻堂藥局","苗栗縣","三灣鄉","三灣村中正路１８２號","吳鈺基","男","037831 011","N"
"開業","東南藥局","苗栗縣","三灣鄉","銅鏡村通過寮１５號","徐盛淇","男","037831 315","Y"
"開業","日翔大藥局","苗栗縣","三灣鄉","三灣村中正路１３２號","顏雪朝","女","037831 509","Y"
"開業","民康藥局","苗栗縣","南庄鄉","西村民權街２號","邱菊枝","女","037822 183","Y"
"開業","永仁藥局","苗栗縣","獅潭鄉","新店村１３９號","謝添財","男","037931 379","N"
"開業","佑安藥局","苗栗縣","後龍鎮","大庄里中山路125號","林秀華","女","037-773066","Y"
"開業","豐富藥局","苗栗縣","後龍鎮","新港路１１３之７號","何錦楨","男","037725 018","N"
"開業","鴻輝大藥局","苗栗縣","後龍鎮","中華路６４之１號","陳鴻基","男","037721 952","Y"
"開業","鎂騏藥局","苗栗縣","後龍鎮","新民里中心路１２０之１１號","李淵龍","男","037723 819","Y"
"開業","建德藥局","苗栗縣","後龍鎮","成功路２００號","羅榮建","男","037727 646","N"
"開業","崇安藥局","苗栗縣","後龍鎮","中正路１２０號","洪景鎮","男","037722 830","Y"
"開業","優生藥局","苗栗縣","後龍鎮","水尾里６９之３號","許清山","男","037727 633","Y"
"開業","立安藥局","苗栗縣","後龍鎮","明山路７８號","張瑤瓊","男","037431 396","Y"
"開業","祥安藥局","苗栗縣","後龍鎮","外埔里８３號","陳俊勳","男","037432 592","Y"
"開業","宏恩藥局","苗栗縣","後龍鎮","中正路１６號","周金清","男","037722 475","N"
"開業","坤源大藥局","苗栗縣","後龍鎮","埔頂里中心路１２０之３２號","黃坤源","男","037727 681","N"
"開業","興安藥局","苗栗縣","後龍鎮","中正路１０４號","解源銘","男","037722 873","Y"
"開業","佳興商藥局","苗栗縣","後龍鎮","圪仔路４０－１０５號","詹德鑪","男","037651 523","N"
"開業","三廣多大藥局","苗栗縣","後龍鎮","大庄里19鄰中山路93號","吳碧容","女","037-732362",""
"開業","吉泰藥局","苗栗縣","通霄鎮","通西里和平路29號","胡敏東","男","037758 595","Y"
"開業","安生藥局","苗栗縣","通霄鎮","中正路６１號","蔡忠明","男","037752 226","Y"
"開業","仁愛藥局","苗栗縣","通霄鎮","仁愛路１０之３號","張斐昌","男","037751 649","Y"
"開業","永嘉藥局","苗栗縣","通霄鎮","烏眉里烏眉坑４６之２號","徐永柱","男","037754 382","Y"
"開業","施金池藥局","苗栗縣","通霄鎮","白西里白西１０６號","張碧蓮","女","037793 835","N"
"開業","維康藥局","苗栗縣","通霄鎮","信義路104號","許立芳","女","037-750000","Y"
"開業","美德藥局","苗栗縣","通霄鎮","白西里11鄰63號","吳俊興","男","037793 615","N"
"開業","惠生藥局","苗栗縣","通霄鎮","信義路１２２號","陳慶寶","男","037752 773","Y"
"開業","華安藥局","苗栗縣","通霄鎮","中正路平安里13鄰323號","李乾禎","男","037753 216","Y"
"開業","寶原藥局","苗栗縣","通霄鎮","通霄鎮梅南里南和路二段１７號","邱玉祥","男","037750 915","N"
"開業","盈盈藥局","苗栗縣","苑裡鎮","和平路167號","陳泳至","男","037-893361、0972757332","Y"
"開業","金龍藥局","苗栗縣","苑裡鎮","山腳里１８９號","李明勳","男","037861 385","Y"
"開業","源益藥局","苗栗縣","苑裡鎮","社苓里８４之５號","古炳煌","男","037869 533","Y"
"開業","日和藥局","苗栗縣","苑裡鎮","天下路８０號","郭文邦","男","037861 080","N"
"開業","榮原藥局","苗栗縣","苑裡鎮","和平路１０９號","吳燕玉","女","037862 453","N"
"開業","全家藥局","苗栗縣","苑裡鎮","信義路21號1樓","鄭貴馨","女","037-861997","Y"
"開業","宏吉藥局","苗栗縣","苑裡鎮","中正里１０鄰３8-2號","洪建富","男","037851 535","Y"
"開業","日愛藥局","苗栗縣","苑裡鎮","新生路１鄰１號","莊雪鳳","女","037863 840","N"
"開業","資生西藥局","苗栗縣","苑裡鎮","海岸里１９號","李正展","男","037864 213","N"
"開業","安康藥局","苗栗縣","苑裡鎮","新興路78號","劉秀珍","女","856591","Y"
"開業","國豐藥師藥局","苗栗縣","苑裡鎮","苑北里2鄰天下路186號","陳嘉明","男","0973146372","Y"
"開業","永信藥師藥局","苗栗縣","苑裡鎮","為公路65之1號","洪凱仲","男","037-857069","Y"
"開業","德徽藥局","苗栗縣","苑裡鎮","南興路125號","張俊生","男","037-869253","Y"
"開業","信和藥局","苗栗縣","苑裡鎮","天下路８０－６７號","李清子","女","037862 003","Y"
"開業","中美藥局","苗栗縣","苑裡鎮","大同路７７號","王昭雄","男","037861 243","N"
"開業","泰元藥局","苗栗縣","苑裡鎮","為公路６８號","林景朱","女","037863 668","Y"
"開業","必安藥局","苗栗縣","苑裡鎮","泰田里泰田５７號","陳芳祺","男","037743 203","N"
"開業","大眾藥局","苗栗縣","苑裡鎮","山腳里10鄰248號","沈郁芬","女","0972116022、037863 587","Y"
"開業","育民藥局","苗栗縣","苑裡鎮","社苓里１３４之３７號","梁基淼","男","037742 789","Y"
"開業","中山達康美得藥局","苗栗縣","苗栗市","至公路38號","杜嘉慶","男","352554","Y"
"開業","陽光藥局","苗栗縣","苗栗市","中山路472號","陳春櫻","女","","Y"
"開業","詹學林藥局","苗栗縣","苗栗市","長安街１６８號","詹學林","男","037262 818","N"
"開業","浚安藥局","苗栗縣","苗栗市","上苗里中正路２７號","彭貴勳","男","037 260345","Y"
"開業","德昌藥局","苗栗縣","苗栗市","恭敬里中正路１１８２號","葉啟昌","男","037320 641","Y"
"開業","盛安藥局","苗栗縣","苗栗市","中正路７４８號","謝世民","男","037320 145","Y"
"開業","古金榮藥局","苗栗縣","苗栗市","日新街６０巷７號","古金榮","男","037351 362","Y"
"開業","良品藥局","苗栗縣","苗栗市","中正路四六八號","林國欽","男","037-366837","Y"
"開業","正忠藥師藥局","苗栗縣","苗栗市","中正路602號","盧金鶴","女","037-369359","Y"
"開業","佳美藥局","苗栗縣","苗栗市","中山路493號","薛玉珠","女","037-337366","Y"
"開業","維新藥局","苗栗縣","苗栗市","中正路632號1樓","余文青","男","037-358988","Y"
"開業","佳禾藥局","苗栗縣","苗栗市","建台街7號","徐正斌","男","037-373041","Y"
"開業","芳鄰國際連鎖藥局","苗栗縣","苗栗市","中山路567號","林招","女","037-330580","Y"
"開業","吉利康藥局","苗栗縣","苗栗市","中正路340號","游朝皓","男","0933-409908、037-370529、0933-409908","Y"
"開業","廷安藥局","苗栗縣","苗栗市","府前路133號","謝順生","男","","Y"
"開業","千百岳大藥局","苗栗縣","苗栗市","上苗里中山路70號","陳貞錦","女","0922-638321","Y"
"開業","好鄰居藥局","苗栗縣","苗栗市","建功里中正路222號","彭成偉","男","037-350395","Y"
"開業","苗栗安德藥局","苗栗縣","苗栗市","高苗里信義街10號","張琇苓","女","037-350420","Y"
"開業","苗安藥局","苗栗縣","苗栗市","恭敬里信義街31號","蘇明科","男","037-356388","Y"
"開業","上林藥局","苗栗縣","苗栗市","府前路91號","許金瑞","男","037-320685","Y"
"開業","怡和藥局","苗栗縣","苗栗市","中正路293號1樓","盛慧華","女","037-371629","Y"
"開業","聯合藥師藥局","苗栗縣","苗栗市","社寮街145號","陳麗姿","女","037-264425","Y"
"開業","元品藥局","苗栗縣","苗栗市","至公路445號1樓","黎登硯","男","037-377935","Y"
"開業","上品藥局","苗栗縣","苗栗市","中正路432號","廖惠真","女","0919-957648","Y"
"開業","安心藥局","苗栗縣","苗栗市","縣府路112號","湯恩銓","男","037-351160","Y"
"開業","永佳藥局","苗栗縣","苗栗市","苗栗市玉苗里光復路１５６號","張佳棠","男","037331 860","Y"
"開業","大仁藥局","苗栗縣","苗栗市","中華路八六號","溫清容","女","037262 558","Y"
"開業","贈光藥局","苗栗縣","苗栗市","為公路１３３之１號","胡李菊枝","女","037266 786","Y"
"開業","豐田藥局","苗栗縣","苗栗市","福星街１９６號","劉談堯","男","037260 379","Y"
"開業","富安藥局","苗栗縣","苗栗市","上苗里中正路５３號","彭貴煌","男","037262 337","Y"
"開業","正欣藥局","苗栗縣","苗栗市","福星街６０號","林淑玲","女","037264 502","Y"
"開業","德鑫藥局","苗栗縣","苗栗市","為公路３４８號","林桂梅","女","037261 698","Y"
"開業","廣春堂藥局","苗栗縣","苗栗市","大同里中山路７７２號","周瓊雪","女","037351 996","Y"
"開業","正元藥局","苗栗縣","苗栗市","綠苗里中正路７２６號","何賢春","男","037329 026","N"
"開業","協德盛藥局","苗栗縣","苗栗市","中正路７４４號","連月霞","女","037321 325","N"
"開業","天恩藥局","苗栗縣","苗栗市","中正路49號","劉聰漢","男","037-277285","Y"
"開業","啟人藥局","苗栗縣","苗栗市","中正路六一五號","黃垹娥","女","037-361881","Y"
"開業","順昌藥局","苗栗縣","苗栗市","嘉新里啟賢街147號","林安治","男","037-265698","N"
"開業","曙光藥局","苗栗縣","苗栗市","社寮街94號","羅芳玲","女","","Y"
"開業","博大藥局","苗栗縣","苗栗市","至公路64號","陳蕭貴姬","女","363751","Y"
"開業","康安新美藥局","苗栗縣","苗栗市","中正路739號1樓","鍾桂蘭","女","378566","Y"
"開業","新明德藥局","苗栗縣","苗栗市","福星里中華路475號","羅鳳春","女","",""
"開業","尚安藥局","苗栗縣","苗栗市","中山路181號","范麗媜","女","037-370043","Y"
"開業","元福藥局","苗栗縣","造橋鄉","大西村十字路４１之２號","楊元福","男","037541 918","Y"
"開業","裕祥藥局","苗栗縣","頭屋鄉","頭屋村尖豐路８５號","鍾建洽","男","037253 553","Y"
"開業","永信藥局","苗栗縣","公館鄉","館中村榮光街１６號","徐祥斌","男","037223 597","Y"
"開業","獻康西藥局","苗栗縣","公館鄉","中義村１０鄰２２６之１號","林隆獻","男","037224 016","N"
"開業","生安藥局","苗栗縣","公館鄉","館中村近光路７９號","古智浩","男","037-225850、0372258520","Y"
"開業","惠民藥局","苗栗縣","公館鄉","館中村近光路７３號","詹玉梅","女","037223 373","Y"
"開業","昌明大藥局","苗栗縣","公館鄉","鶴山村１５５號","涂進泉","男","037226 213","N"
"開業","逢生藥局","苗栗縣","公館鄉","大同路一二四號","趙國清","男","037-227599","Y"
"開業","信安藥局","苗栗縣","公館鄉","大同路78號","詹麗華","女","037-237849","Y"
"開業","晴天藥局","苗栗縣","公館鄉","大同路180號","邱秋香","女","0988281681","Y"
"開業","安元藥局","苗栗縣","公館鄉","玉谷村５３號","楊仕德","男","037226 261","N"
"開業","微風藥局","苗栗縣","公館鄉","大同路60-2號","張慧茲","女","0980323037","Y"
"開業","杏中藥局","苗栗縣","公館鄉","大同路174號","楊政哲","男","037-232611","Y"
"開業","芳鄰藥局","苗栗縣","公館鄉","玉泉村玉泉368-11號","黃楨芳","女","037-223727",""
"開業","臺健中西藥局","苗栗縣","大湖鄉","大湖村中正路１９號","曹文豪","男","037990 638","Y"
"開業","劉藥局","苗栗縣","大湖鄉","南湖村南昌路９４號","劉喜永","男","037991 161","N"
"開業","新興藥局","苗栗縣","大湖鄉","義和村南昌路２５號","彭新興","男","037991 367","Y"
"開業","邱藥局","苗栗縣","大湖鄉","民權路３０號","邱敏章","男","037992 759","N"
"開業","景元藥局","苗栗縣","大湖鄉","中正路97號","李元欽","男","037-996465","Y"
"開業","永豐藥局","苗栗縣","大湖鄉","中正路四十八之二 號","范金娥","女","037-995566","Y"
"開業","家嘉藥局","苗栗縣","銅鑼鄉","中正路128號","羅子芸","男","037-986388","Y"
"開業","仁興藥局","苗栗縣","銅鑼鄉","中正路９７號","李家興","男","037983 792","Y"
"開業","中國藥局","苗栗縣","銅鑼鄉","銅鑼村中正路９１號","李永珍","男","037981 661","N"
"開業","遠東藥局","苗栗縣","銅鑼鄉","銅鑼村中正路２１０號","吳聲平","男","037981 868","Y"
"開業","銅鑼藥局","苗栗縣","銅鑼鄉","中正路１８８號","湯珠奎","男","037981 511","Y"
"開業","安康藥局","苗栗縣","三義鄉","中正路114號","羅子郎","男","037-875958","Y"
"開業","聯合藥局","苗栗縣","三義鄉","廣盛村光復路１６之１號","吳明雄","男","037873 855","Y"
"開業","醫安藥局","苗栗縣","三義鄉","廣盛村中正路１５８號","吳國松","男","037871 972","Y"
"開業","民享藥局","苗栗縣","三義鄉","廣盛村中正路１34號","吳權準","男","037871 498","Y"
"開業","一心藥局","苗栗縣","西湖鄉","店仔街42號","黃淑琴","女","037-920868","Y"
"開業","華洋藥局","苗栗縣","西湖鄉","五湖村１４１之１號","徐慶祿","男","037911 120","Y"
"開業","大中藥局","苗栗縣","卓蘭鎮","中街里中山路101號","王江水","男","045895662","Y"
"開業","萊恩藥局","苗栗縣","卓蘭鎮","上新里上新7之1號","羅兆晉","男","04-25899369","Y"
"開業","國良藥局","苗栗縣","卓蘭鎮","中山路111號","孫藝珊","女","04-25899578","Y"
"開業","林大藥局","苗栗縣","卓蘭鎮","中正路３２號","林本源","男","045891630","Y"
"開業","合杏藥局","苗栗縣","卓蘭鎮","中正路129號","吳炫堂","男","04-25896188","Y"
"開業","健安藥局","苗栗縣","卓蘭鎮","上新里上新7-11號","余彩雲","女","04-25899617","Y"
"開業","卓蘭千百岳大藥局","苗栗縣","卓蘭鎮","中山路82號","柯淑華","女","04-25895473、0921731056","Y"
"開業","大維藥局","苗栗縣","卓蘭鎮","中街里中山路６４號","林姵伶","女","045892034","N"
"開業","日光堂藥局","彰化縣","彰化市","和平路９０號","黃育仁","男","047227722","N"
"開業","四知藥局","彰化縣","彰化市","南瑤路７３號","楊和夫","男","04-7225443","Y"
"開業","祥全藥局","彰化縣","彰化市","永安街４４號","周易祥","男","04-7223078","Y"
"開業","世和藥局","彰化縣","彰化市","中庄里彰南路１段６號","張楊和","女","04-7323233","N"
"開業","全生藥局","彰化縣","彰化市","和平路８８號","李志明","男","04-7222086","Y"
"開業","興鴻藥局","彰化縣","彰化市","永康街１號１樓","涂碧蓮","女","04-7351228","N"
"開業","日榮堂藥局","彰化縣","彰化市","和平路５０號","蔡麗娟","女","04-7222396","Y"
"開業","老安生藥局","彰化縣","彰化市","大竹里彰南路２段１４１號","黃宗信","男","04-7381589","N"
"開業","崇場藥局","彰化縣","彰化市","台化街８８號","蔡崇場","男","047236217","Y"
"開業","融昇藥局","彰化縣","彰化市","彰鹿路120巷67號","陳恆琳","男","047523 464","N"
"開業","富雄藥局","彰化縣","彰化市","三福街２６號","游富雄","男","047227446","N"
"開業","彰仁藥局","彰化縣","彰化市","建寶街八二號","陳墀淵","男","04-7125866","N"
"開業","媽咪藥局","彰化縣","彰化市","彰南路二段一一五號","顏錦菊","女","04-7321517","Y"
"開業","陽明藥局","彰化縣","彰化市","中山路三段154號","莊國昌","男","04-7264879","N"
"開業","華安藥局","彰化縣","彰化市","中正路二段五九四號","卓國桐","男","04-7254252","N"
"開業","頂好藥局","彰化縣","彰化市","成功路253號","柯素芳","女","7271799","Y"
"開業","兆仁藥局","彰化縣","彰化市","民族路426號","鍾兆基","男","04-7278558","Y"
"開業","曜安藥局","彰化縣","彰化市","民生路153號1樓","施惠滿","女","0932-965930","Y"
"開業","正豐賓藥局","彰化縣","彰化市","華山路3鄰77號","廖受彬","男","7223916","N"
"開業","龍泰藥局","彰化縣","彰化市","信義里中正路1段450號1樓","楊朝盛","男","7254720","Y"
"開業","老資生藥局","彰化縣","彰化市","牛埔里彰南路3段175號","劉正傑","男","04-7381128","Y"
"開業","泰源藥局","彰化縣","彰化市","彰南路一段４３號","陳林建一","男","047322281","Y"
"開業","生芳藥局","彰化縣","彰化市","彰水路３５號之６","顧杏梅","女","047523577","N"
"開業","一安藥局","彰化縣","彰化市","中山路一段３９５巷１３５號","謝明錫","男","04-7631149","Y"
"開業","世和生西藥局","彰化縣","彰化市","一心東街４６號","廖月照","女","047384277","Y"
"開業","國光藥局","彰化縣","彰化市","泰和路二段４１１號","王天賜","男","04-7286161","Y"
"開業","吉利藥局","彰化縣","彰化市","三民路４１９巷２６號","陳家榮","男","047225572","N"
"開業","建仁藥局","彰化縣","彰化市","中正路一段１２０號","李鑽石","男","047226375","Y"
"開業","永芳藥局","彰化縣","彰化市","東芳里永芳路419號","洪連速","男","04-7523764","N"
"開業","原安大藥局","彰化縣","彰化市","南郭路一段１８０號","楊榮根","男","047272 817","Y"
"開業","杏全藥局","彰化縣","彰化市","彰美路一段一八五號","楊素珍","女","04-7240547","Y"
"開業","全安堂藥局","彰化縣","彰化市","中華西路１０３號","黃標","男","04-7622731","Y"
"開業","伸安藥局","彰化縣","彰化市","永安街１３８號","陳榮元","男","04-7220779","Y"
"開業","大心藥局","彰化縣","彰化市","中央里民族路517號","邱家宏","男","04-7282797、0930-533220","Y"
"開業","三立大藥局","彰化縣","彰化市","中華西路一一一號","陳麗惠","女","047635422","Y"
"開業","彰化明德藥局","彰化縣","彰化市","三民路２０９號","柯明德","男","047220721","Y"
"開業","三友藥局","彰化縣","彰化市","彰美路一段２０９號","林武男","男","047232281","Y"
"開業","大方藥局","彰化縣","彰化市","竹和路１２６號","吳靜枝","女","04-7264207","Y"
"開業","明功藥局","彰化縣","彰化市","長安街１５５號","柯毓彬","男","047222362","Y"
"開業","永宏藥局","彰化縣","彰化市","菜巿街１１５號","盧文義","男","04-7228109","Y"
"開業","正忠藥局","彰化縣","彰化市","福鎮街１６號","林培基","男","04-7244669","Y"
"開業","信榮藥局","彰化縣","彰化市","民族路３６４號","林俊榮","男","04-7249305","Y"
"開業","中欣藥局","彰化縣","彰化市","光南里旭光路327號1樓","沈世育","男","047289738","N"
"開業","范藥局","彰化縣","彰化市","東興里公園路一段292號","范訓誠","男","04-7271540","Y"
"開業","長裕藥局","彰化縣","彰化市","中央里太平街180、182號","張育禎","女","047258129","Y"
"開業","中華藥局","彰化縣","彰化市","英士路６５號","鄭秋雄","男","04-7247619","N"
"開業","榮源藥局","彰化縣","彰化市","忠權里辭修路１２８巷９號","劉玲惠","女","04-7229432","Y"
"開業","丁丁藥局彰化店","彰化縣","彰化市","曉陽路２１９號","張智勇","男","04-7236140、047236640","Y"
"開業","景德藥局","彰化縣","彰化市","華山路１９２號","黃俊堯","男","04-7222983","Y"
"開業","新宏生藥局","彰化縣","彰化市","大埔路６４８號","陳蘭芳","女","047247736","Y"
"開業","茂新藥局","彰化縣","彰化市","彰南路三段２００號","劉瑩珮","女","047373201","Y"
"開業","日光堂藥局彰美分店","彰化縣","彰化市","彰美路一段２３５號","黃宏仁","男","047236611","Y"
"開業","尚豪藥局","彰化縣","彰化市","大埔路六九五號","楊淵喻","男","047283332","Y"
"開業","全杏藥局","彰化縣","彰化市","茄苳路一段２９９號","賴如玉","女","047363366","Y"
"開業","龍美藥局","彰化縣","彰化市","中山路三段２２８號","黃錫龍","男","047249816","Y"
"開業","大竹長生藥局","彰化縣","彰化市","彰南路二段８號","劉銀澎","男","04-7384176、0 0 0","Y"
"開業","佑安藥局","彰化縣","彰化市","永樂街１６６號","柯廣明","男","047220850","N"
"開業","彰化福倫藥局","彰化縣","彰化市","中正路二段224號","劉姵君","女","04-7233018","Y"
"開業","大新藥局","彰化縣","彰化市","彰南路一段417 之1號","潘淑敏","女","04-7383535","Y"
"開業","平成藥局","彰化縣","彰化市","曉陽路31號","吳足滿","女","04-7258070","Y"
"開業","慶全藥局","彰化縣","彰化市","福山里福山街189號","曾春木","男","04-7386747","Y"
"開業","保健藥局","彰化縣","彰化市","民權里民族路427號","呂燕麗","女","04-7282828","Y"
"開業","仁愛藥師藥局","彰化縣","彰化市","中山路一段一一九巷三十九號","林永盛","男","7515116","N"
"開業","東東藥局","彰化縣","彰化市","大竹里彰南路2段247-8號","許永東","男","04-7387407","Y"
"開業","瑞群藥局","彰化縣","彰化市","中正路二段495號","吳柏憲","男","04-7290896","Y"
"開業","致發藥局","彰化縣","彰化市","永興街三七號","陳翠瑛","女","04-7238406","N"
"開業","綠的藥局","彰化縣","彰化市","中央路三八號","陳以昇","男","04-7513349","N"
"開業","正光藥局中正店","彰化縣","彰化市","中正路一段253號","嚴亮銘","男","04-7235068","Y"
"開業","安安藥局","彰化縣","彰化市","大埔路579號","陳昭美","女","04-7127610","Y"
"開業","施文彬大藥局","彰化縣","彰化市","大埔路345號","施文彬","男","04-7111653","Y"
"開業","回生藥局","彰化縣","彰化市","民族路410號","涂孟銓","男","7227266、04-7234408","N"
"開業","康好健保藥局","彰化縣","彰化市","旭光路291號","鐘瑩清","女","04-7234725","Y"
"開業","長聖樹藥局","彰化縣","彰化市","華山路173號","曾鈺婷","女","04-7291519","Y"
"開業","佳展佳藥局","彰化縣","彰化市","彰安里中正路二段434號","趙守展","男","04-7288246","Y"
"開業","福田藥局","彰化縣","彰化市","光復路20號","李慧黛","女","04-7296058","Y"
"開業","長興藥局","彰化縣","彰化市","長興街123號","賴宛昀","女","7293588","Y"
"開業","華恩健保藥局","彰化縣","彰化市","富貴里華山路210號","林慈菁","女","7239977","Y"
"開業","平安藥局","彰化縣","彰化市","信義里長發街7號1樓","林長槿","女","7269122","Y"
"開業","振安藥局","彰化縣","彰化市","民生里永安街73號","王振","男","7261277","Y"
"開業","康好藥局南校店","彰化縣","彰化市","華北里南校街104號","譚秀蘭","女","7283491","Y"
"開業","尚豪藥師藥局旭光店","彰化縣","彰化市","華北里旭光路176號","趙麗敏","女","04-7280320","Y"
"開業","美得康藥局","彰化縣","彰化市","成功里民族路186號","陳瑜婷","女","04-7280707","Y"
"開業","春生藥局自強店","彰化縣","彰化市","五權里自強南路28號","邱之邑","男","04-7227058","Y"
"開業","正光藥局彰南店","彰化縣","彰化市","中庄里彰南路一段21號","李忠罃","男","04-7321003","Y"
"開業","康橋藥局","彰化縣","彰化市","西安里民族路299號","黃瑋德","男","04-7278288","Y"
